name,brand,category,price,ingredients,url,type,store
Clarifying Cleanser,Tata Harper,all-cleansers,72.0,"hordeum vulgare leaf juice, caprylyl, coco glucoside, glycerin, decyl glucoside, lauryl glucoside, aqua, maltooligosyl glucoside, mel, salix alba bark extract, hydrogenated starch hydrolysate, aroma, hydrolyzed opuntia ficus, lactobacillus ferment, leuconostoc ferment filtrate, gaultheria procumbens leaf extract, l lactic acid, citric acid, yucca schidigera extract, chlorella pyrenoidosa, juniperus communis fruit extract, saccharide isomerate, arnica montana extract, borago officinalis leaf extract, calendula officinalis flower extract, medicago sativa extract, spiraea ulmaria extract, olea europaea oil, serenoa serrulata fruit extract, tocopherol, sambucus nigra fruit extract, p, menthol, menthyl lactate, sodium phytate, acacia senegal gum, xanthan gum, sodium citrate, sodium caproyl, polyglyceryl, ci 77288, alcohol, limonene, linalool",https://credobeauty.com//collections/all-cleansers/products/clarifying-cleanser,clean,Credo
Morning Mojo Bar Soap,Ursa Major,all-cleansers,14.0,"sodium palmate, sodium palm kernelate, water, glycerin, rosmarinus officinalis leaf oil, eucalyptus globulus leaf oil, mentha piperita oil, citrus grandis peel oil, pumice, butyrospermum parkii butter, cocos nucifera oil, sodium gluconate, simmondsia chinensis seed powder, honey, helianthus annuus seed oil, aloe barbadensis leaf juice, maltodextrin, crithmum maritimum extract, salix alba bark extract, salix alba leaf extract denotes organic",https://credobeauty.com//collections/all-cleansers/products/morning-mojo-bar-soap,clean,Credo
The Balm,Nucifera,all-cleansers,15.0,"kokum butter, mango butter, coconut oil, avocado oil, borage oil, moringa oil essential oils, peppermint, grapefruit, carrot seed, patchouli, palo santo, frankincense, sandalwood",https://credobeauty.com//collections/all-cleansers/products/the-balm,clean,Credo
Ocean Cleansing Mudd,Osea,all-cleansers,48.0,"Aqua, Decyl Glucoside, Sodium Lauroyl Oat Amino Acids, Fucus Vesiculosus Powder, Magnesium Aluminum Silicate, Sorbitan Olivate, Glycerin, Leuconostoc, Laminaria Digitata Powder, Carthamus Tinctorius Seed Oil, Simmondsia Chinensis Seed Oil, Melaleuca Alternifolia Leaf Oil, Mentha Arvensis Leaf Oil, Mentha Piperita Oil, Xanthan Gum, Tocopherol, Citric Acid, Magnesium Ascorbyl Phosphate organic ingredient",https://credobeauty.com//collections/all-cleansers/products/osea-ocean-cleansing-mudd,clean,Credo
Citrus Riot Body Wash,Ursa Major,all-cleansers,24.0,"potassium cocoate, aloe vera leaf juice, glycerin, fir needle oil, lime peel oil, bergamot peel oil, ginger root oil, frankincense resin extract, vetiver root oil, cedar wood oil  denotes organic ingredients",https://credobeauty.com//collections/all-cleansers/products/ursa-major-citrus-riot-body-wash,clean,Credo
G.Tox 5 Salt Detox Body Scrub,Goop,all-cleansers,40.0,"sodium chloride [himalayan pink salt and new zealand solar salt], moringa oleifera seed oil, olea europaea fruit oil, sea salt [dead sea salt and celtic sea salt], magnesium sulfate, moringa oleifera seed extract, citrus paradisi grapefruit oil, coriandrum sativum fruit oil, elettaria cardamomum seed oil, foeniculum vulgare oil, helichrysum italicum flower oil, mentha piperita oil, rosa canina fruit oil, rosmarinum officinalis leaf oil, simmondsia chinensis seed oil, tocopherol, polyglyceryl, maltodextrin, linalool, limonene",https://credobeauty.com//collections/all-cleansers/products/g-tox-5-salt-detox-body-scrub,clean,Credo
Purifying Cleanser,Tata Harper,all-cleansers,76.0,"caprylic, helianthus annuus seed oil, glycerin, aqua, propanediol, sucrose laurate, citrus paradisi oil, glyceryl undecylenate, papain, lactobacillus, eugenia caryophyluss flower oil, aloe barbadensis leaf juice, brassica oleracea italica extract, montmorillonite, kaolin, bioflavonoids, curcuma zedoaria root oil, magnesium aluminum silicate, zingiber officinale root oil, cymbopogon flexuosus oil, salix alba bark extract, glyceryl caprylate, abies pectinata leaf oil, foeniculum vulgare oil, oryza sativa extract, decyl glucoside, mica, sucrose palmitate, sucrose stearate, citral, citronellol, eugenol, geraniol, limonene, linalool",https://credobeauty.com//collections/all-cleansers/products/tata-harper-purifying-gel-cleanser,clean,Credo
Ocean Cleansing Milk,Osea,all-cleansers,54.0,"Aqua, Carthamus Tinctorius Seed Oil, Nymphaea Alba Flower Extract, Caprylic, Sorbitan Olivate, Glycerin, Decyl Glucoside, Leuconostoc, Gigartina Skottsbergii Extract, Helianthus Annuus Seed Oil, Alkyl Glucoside, Glyceryl Stearate, Cetearyl Alcohol, Stearic Acid, Dipalmitoyl Hydroxyproline, Sodium Lauroyl Oat Amino Acids, Citrus Limon Peel Oil, Hydroxyethylcellulose, Xanthan Gum, Citric Acid, Sodium Palmitoyl Proline, Capryloyl Glycine, Undecylenoyl Glycine, Acacia Farnesiana Flower Wax, Rosa Centifolia Flower Wax, Hamamelis Virginiana Leaf Extract, Anthemis Nobilis Flower Extract, Magnesium Ascorbyl Phosphate organic ingredient",https://credobeauty.com//collections/all-cleansers/products/osea-ocean-cleansing-milk,clean,Credo
The Mini Kit,Kari Gran,all-cleansers,25.0,"cleansing oil, organic persea gratissima oil, organic ricinus communis oil, organic lavandula hybrida oil, tocopherol non, organic glycerin, organic lavandula hybrida oil or rosa damascena oil, organic rosa canina fruit oil, organic helianthus annuus oil, organic simmondsia chinensis oil, organic persea gratissima oil, prunus amygdalus dulcis oil, organic olea europaea, organic helianthus annuus & organic calendula officinalis oil, organic olea europaea & organic arnica montana oil, organic lavandula hybrida oil, wildharvested boswellia sacra oil, rosa damascena oil, jasminum sambac oil, organic hippophae rhamnoides oil, organic cananga odorata oil, tocopherol, non, non, organic macadamia ternifolia oil, non, organic persea gratissima oil, organic simmondsia chinensis oil, organic beeswax, tocopherol",https://credobeauty.com//collections/all-cleansers/products/the-mini-kit,clean,Credo
Nourishing Oil Cleanser,Tata Harper,all-cleansers,82.0,"helianthus annuus seed oil, shea butter ethyl esters, polyglyceryl, prunus armeniaca kernel oil, simmondsia chinensis seed oil, olea europaea oil, argania spinosa kernel oil, plukenetia volubilis seed oil, camellia oleifera seed oil, jojoba esters, arnica montana extract, borago officinalis leaf extract, medicago sativa extract, filipendula ulnaria extract, calendula officinalis flower extract, sambucus nigra fruit extract, tocopherol, aroma, citral, citronellol, eugenol, geraniol, limonene, linalool",https://credobeauty.com//collections/all-cleansers/products/tata-harper-nourishing-oil-cleanser,clean,Credo
Purifying Face Wash,Indie Lee,all-cleansers,34.0,"Water, Capryloyl, Lauroyl, Coco Glucoside, Sucrose Cocoate, Glycerin, Spondias Mombin Pulp Extract, Mangifera Indica Pulp Extract, Caprylic, Citrus Aurantium Dulcis Peel Extract, Citrus Nobilis Fruit Extract, Rose Damascena Flower Extract, Vanilla Plantifolia Fruit Extract, Vitis Vinifera Fruit Extract, Citrus Limon Peel Extract, Eugenia Caryophyllus Flower Extract, Lavendula Angustifloia Flower, Jasminum Officinale Flower Extract, Citrus Reticulata Fruit Extract, Arctium Lappa Root Extract, Xanthan Gum, Citric Acid, Sodium Benzoate, Potassium Sorbate, Propanediol, Pentylene Glycol, Phenethyl Alcohol",https://credobeauty.com//collections/all-cleansers/products/purifying-face-wash,clean,Credo
Kukui & Jojoba Bead Skin Brightening Exfoliator,Pai,all-cleansers,48.0,"kukui, glycerin, prunus amygdalus dulcis oil, aleurites moluccana seed oil, prunus armeniaca kernel oil, carthamus tinctorius seed oil, persea gratissima oil, hydrogenated castor oil hydrogenated jojoba oil, sucrose laurate, citrus aurantium dulcis fruit water, boswellia neglecta oil, litsea cubeba fruit oil, tocopherol, citral, d",https://credobeauty.com//collections/all-cleansers/products/kukui-jojoba-bead-skin-brightening-exfoliator,clean,Credo
Face Foam,Graydon,all-cleansers,33.0,"Bambusa Vulgaris Extract, Salix Alba Bark Extract, Sodium Cocoamphoacetate, Glycerin, Lauryl Glucoside, Sodium Cocoyl Glutamate, Sodium Lauryl Glucose Carboxylate, Caprylyl, Polyglyceryl, Sodium Dilauramidoglutamide Lysine, Coco, Glyceryl Oleate, Azelaic Acid, Arthrospira Platensis Extract, Phenethyl Alcohol, Pentylene Glycol, Propanediol, Acetic Acid",https://credobeauty.com//collections/all-cleansers/products/face-foam,clean,Credo
Pure & Gentle Cleansing Gel,January Labs,all-cleansers,32.0,"Water, Aloe Barbadensis Leaf Extract, Caprylic, Pentylene Glycol, Beta, Methylheptyl Isostearate, Glycerin, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Glycine Soja Protein, Hydrolyzed Rice Protein, Superoxide Dismutase, Hydrolyzed Soybean Fiber, Dimethicone, Hydrolyzed Hyaluronic Acid, Sodium Acrylate, Sodium Acrylates, Allantoin, Tetrasodium Glutamate Diacetate",https://credobeauty.com//collections/all-cleansers/products/pure-gentle-cleansing-gel,clean,Credo
Pink Clay Mask,Herbivore Botanicals,all-cleansers,22.0,"french pink clay, white kaolin clay, organic rosehip powder, organic rose powder, organic chamomile powder",https://credobeauty.com//collections/all-cleansers/products/pink-clay-mask,clean,Credo
Amethyst Exfoliating Body Polish,Herbivore Botanicals,all-cleansers,44.0,"sucrose, magnesium sulfate, cocos nucifera oil, capric triglycerides, cetearyl olivate, sorbitan olivate, butyrospermum parkii butter, limnanthes alba seed oil, kaolinite, amethyst powder, jasminum sambac, eclipta prostrata extract, melia azadirachta leaf extract, moringa oleifera seed oil, melia azadirachta leaf extract melia azadirachta flower extract amino esters",https://credobeauty.com//collections/all-cleansers/products/amethyst-exfoliating-body-polish,clean,Credo
G.Day Ginger + Ashwagandha Energy Body Wash,Goop,all-cleansers,32.0,"water, cocamidopropyl hydroxysultaine, aloe barbadensis leaf juice, lauryl glucoside, glycerin, coco, decyl glucoside, withania somnifera root extract, zingiber officinale root extract, panax ginseng bud extract, glycyrrhiza glabra root extract, camellia sinensis leaf extract, citrus aurantifolia fruit extract, citrus limon peel extract, zingiber officinale root oil, cuminum cyminum seed extract, perilla frutescens leaf extract, salvia sclarea extract, schinus molle extract, schinus terebinthifolius fruit extract, vetiveria zizanoides root extract, amyris balsamifera bark oil, bulnesia sarmientoi wood oil, cedrus atlantica wood oil, eugenia caryophyllus leaf oil, juniperus virginiana oil, liquidambar styraciflua oil, piper nigrum fruit oil, pogostemon cablin oil, panthenol, caprylhydroxamic acid, sodium chloride, citric acid, caprylyl glycol",https://credobeauty.com//collections/all-cleansers/products/g-day-ginger-ashwagandha-energy-body-wash,clean,Credo
Fennel + Cardamom Chai Soap Bar,UpCircle,all-cleansers,9.0,"100% natural ingredients, aqua, glycerin, coconut acid, butyrospermum parkii butter, sodium citrate, foeniculum vulgare oil, montmorillonite, sodium chloride, elettaria cardamomum seed oil, illicium verum fruit, cinnamomum verum bark, limonene^, foeniculum vulgare leaf, eugenia caryophyllus flower, pimenta officinalis fruit, zingiber officinale root, elettaria cardamomum seed, myristica fragrans seed, vanilla planifolia fruit, citric acid",https://credobeauty.com//collections/all-cleansers/products/fennel-cardamom-chai-soap-bar,clean,Credo
Hydrating Floral Essence,Tata Harper,all-cleansers,94.0,"aloe barbadensis leaf juice, rosa damascena flower water, lavandula angustifolia flower water, leuconostoc ferment filtrate, hamamelis virginiana distillate, sodium hyaluronate, beta vulgaris root, centella asiatica extract, salix alba bark extract, oryza sativa extract, hydrolyzed corn starch, sodium phytate, superoxide dismutase, soybean peroxidase, aroma, limonene, citral, linalool, citronellol, geraniol, eugenol, farnesol ingredients from organic farming  clinical grade essential oils blend",https://credobeauty.com//collections/all-cleansers/products/tata-harper-hydrating-floral-essence,clean,Credo
The Underarm Bar,Kaia Naturals,all-cleansers,22.0,"Cocos Nucifera, Olea Europaea, Butyrospermum Parkii, Sodium Hydroxide, Pyrus Malus Vinegar, Sodium Chloride, Carbo Activatus, Mentha Piperita Oil, Camphor, Eucalyptus Globulus Leaf Oil",https://credobeauty.com//collections/all-cleansers/products/deodorant-booster-bar,clean,Credo
Organic Flowers Deep Rich Toner,Whamisa,all-cleansers,40.0,"aloe maculata leaf extract, galactomyces ferment filtrate, glycerin, chrysanthemum morifolium flower extract, avena sativa kernel extract, persea gratissima oil, argania spinosa kernel oil, scutellaria baicalensis root extract, glycyrrhiza glabra root extract, hibiscus sabdariffa flower extract, paeonia suffruticosa root extract, lithospermum erythrorhizon root extract, helichrysum arenarium flower extract, xanthan gum, brassica oleracea italica extract,lactobacillus, lactobacillus, lactobacillus, aniba rosaeodora wood oil, citrus aurantium bergamia fruit oil, cymbopogon schoenanthus oil, fragrance, d, linalol",https://credobeauty.com//collections/all-cleansers/products/organic-flowers-deep-rich-toner,clean,Credo
G.Tox Glacial Marine Clay Body Cleanser,Goop,all-cleansers,30.0,"water , sodium lauroyl methyl isethionate, sodium lauroamphoacetate, carthamus tinctorius seed oil, cocamide mipa,  glycerin, sodium chloride, citric acid, moringa oleifera seed extract, elettaria cardamomum seed oil, moringa oleifera seed oil,  helichrysum italicum flower oil, simmondsia chinensis seed oil, foeniculum vulgare oil, mentha piperita oil, rosmarinus officinalis leaf oil, coriandrum sativum fruit oil, citrus paradisi grapefruit oil, sea silt,  biosaccharide gum, benzoic acid,  dehydroacetic acid, disodium phosphate, sodium benzoate, phenoxyethanol, linalool, limonene",https://credobeauty.com//collections/all-cleansers/products/g-tox-glacial-marine-clay-body-cleanser,clean,Credo
Face & Body Cleanser,Mother Dirt,all-cleansers,15.0,"aqua, rosa damascena flower water, lauramidopropyl betaine, coco, pyrus malus fruit extract, glycerin, hydroxypropylcellulose, hydrolyzed quinoa",https://credobeauty.com//collections/all-cleansers/products/mother-dirt-face-body-cleanser,clean,Credo
Cleansing Oil,Kari Gran,all-cleansers,38.0,"organic helianthus annuus oilorganic persea gratissima oil organic ricinus communis oilorganic lavandula hybrida oil, tocopherol",https://credobeauty.com//collections/all-cleansers/products/cleansing-oil,clean,Credo
Vital Foaming Cleanser,Nuori,all-cleansers,35.0,"glycerin, water, cocamidopropyl betaine, betaine, oat, triethyl citrate, lactobacillus, leuconostoc, sweet orange, lemon, fragrance, limonene, sodium gluconate, citric acid, potassium sorbate from 100% natural essential oils",https://credobeauty.com//collections/all-cleansers/products/vital-foaming-cleanser,clean,Credo
Light Work Rosehip Cleansing Oil,Pai,all-cleansers,56.0,"olea europaea fruit oil, helianthus annuus seed oil, polyglyceryl, ricinus communis seed oil, rosa canina fruit extract, jasminum grandiflorum flower extract, citrus aurantifolia peel oil, citrus aurantium dulcis peel oil, pelargonium graveolens oil, ocimum basilicum oil, tocopherol, rosmarinus officinalis leaf extract naturally occurring in essential oils, citronellol, geraniol, citral, linalool  organic",https://credobeauty.com//collections/all-cleansers/products/light-work-rosehip-cleansing-oil,clean,Credo
Detox Clarifying Facial Wash,Goldfaden M.D.,all-cleansers,35.0,"Lactic Acid, it has the smallest molecule within the aha group so is able to penetrate skin deeply to dissolve and exfoliate sebum and other substances that bind skin cells together that cause breakouts, fine lines, acne, blackheads, dullness and oiliness, acai palm extract, date palm, and gotu kola the detox complex boosts the skin's self defensive system and works together to protects skin against environmental stress, anti, anti, glycerin, glycolic acid, lactic acid, sodium cocoamphoacetate, decyl glucoside, marrubium vulgare meristem cell culture, xanthan gum phoenix dactylifera fruit extract euterpe oleracea fruit extract, centella asiatica extract, lactobacillus ferment, citrus paradisi fruit extract citrus medica limonum extract citrus aurantifolia fruit extract, litsea extract, citrus noblis fruit extract citrus aurantium dulcis extract caprylhydroxamic acid, glyceryl caprylate sodium hydroxide",https://credobeauty.com//collections/all-cleansers/products/detox-clarifying-facial-wash,clean,Credo
Brightening Micellar Water,Acure,all-cleansers,10.0,"aloe vera leaf juice, propanediol, decyl glucoside, sorbitan oleate decylglucoside crosspolymer, panthenol, argania spinosa kernel oil, vitis vinifera seed oil, helianthus annuus seed oil, lactobacillus ferment, lactobacillus, cocos nucifera fruit extract, potassium sorbate, sodium benzoate, allantoin, trisodium ethylenediamine disuccinate, lavandula angustifolia oil, xanthan gum, resveratrol, citric acid",https://credobeauty.com//collections/all-cleansers/products/brightening-micellar-water,clean,Credo
Coconut Citrus Scrub,Indie Lee,all-cleansers,40.0,"saccharum officinarum, coco nucifera oil, simmondsia chinensis oil, melissa officinalis, cymbopogon citratus and vanilla planifolia",https://credobeauty.com//collections/all-cleansers/products/coconut-citrus-scrub,clean,Credo
Coffee Face Scrub Citrus Blend,UpCircle,all-cleansers,16.0,"coffea arabica seed powder, sucrose, butyrospermum parkii butter, cocos nucifera fruit oil, simmondsia chinensis seed oil, prunus armeniaca kernel oil, rosa canina fruit oil, citrus aurantium dulcis peel oil, lavandula angustifolia flower oil, lippia citriodora leaf oil, eucalyptus globulus leaf oil, citrus limonum peel oil, cedrus atlantica bark oil, boswellia serrata oil, benzyl alcohol, dehydroacetic acid, benzoic acid, sorbic acid, limonene, linalool",https://credobeauty.com//collections/all-cleansers/products/coffee-face-scrub-citrus-blend,clean,Credo
Green Apple Brightening Gel Cleanser,Juice Beauty,all-cleansers,28.0,"Pyrus malus, citrus medica limonum, aloe barbadensis, glycerin, coco, decyl glucoside, vitis vinifera, lauryl glucoside, xanthan gum, caprylyl, vacciniumm myrtillus, saccharum officinarum, acer saccharum, citrus aurantium dulcis, citrus limon, taraxacum officinale, salvia officinalis, melissa officinalis, camellia sinensis, retinyl palmitate, tocopherol, sodium benzoate, potassium sorbate, sodium phytate, citric acid, beta, citrus aurantium dulcis, litsea cubeba, cinnamomum camphora",https://credobeauty.com//collections/all-cleansers/products/green-apple-brightening-gel-cleanser,clean,Credo
Miracle Cleanser,Aurelia Probiotic Skincare,all-cleansers,44.1,"Aqua, Dicaprylyl carbonate, Cetearyl alcohol, Glycerin, Cocoglycerides, Butyrospermum parkii, Glyceryl stearate, Cetearyl glucoside, Rhus verniciflua peel wax, Theobroma cacoa, Kigelia africana fruit extract, Hibiscus sabdariffa flower extract, Adansonia digitata fruit extract, Lactose, Lactis proteinum, Bifida ferment lysate, Schinziophyton Rautanenii kernel oil, Panthenol, Sodium ascorbyl phosphate, Rosmarinus officinalis leaf oil, Citrus aurantium bergamia peel oil, Anthemis nobilis oil, Eucalyptus globulus leaf oil, Xanthan gum, Sodium stearoyl glutamate, Tocopheryl acetate, Citric acid, Hydroxyacetophenone, Benzyl alcohol, Dehydroacetic acid, Limonene, Linalool",https://credobeauty.com//collections/all-cleansers/products/miracle-cleanser,clean,Credo
Soapply for Credo Liquid Hand Wash,Soapply,all-cleansers,25.0,"cocus nucifera, olea europaea fruit oil, simmondsia chinensis organic seed oil, glycerin, cyamopsis tetragonoloba powder, rosemary extract, aloe barbadensis leaf juicecertified organic",https://credobeauty.com//collections/all-cleansers/products/soapply-for-credo-liquid-hand-wash,clean,Credo
