name,brand,category,price,ingredients
Eye Opening Rose Oil,French Girl Organics,eye-care,"

          $42.00
        
","['*Camellia Olifera (Camellia) Seed Oil Squalane', '*Simmondsia Chinensis (Jojoba) Seed Oil', '*Argania Spinsosa (Argan) Oil', '*Olea Europaea (Olive) Fruit Oil', '*Rosa Canina (Rosehip) Oil', 'Calophyllum Inophyllum (Tamanu) Seed Oil', 'Limnanthes Alba (Meadowfoam) Seed Oil', '*Oenothera Biennis (Evening Primrose) Seed Oil', '*Punica Granatum (Pomegranate) Seed Oil', '*Borago Officinalis (Borage) Seed Oil', '*Salvia Hispanica (Chia) Seed Oil', '**Hippophae Rhamnoides (Sea Buckthorn) Fruit Oil', 'Tocopherol (Non-GMO Vitamin E)', 'Aleurites Moluccana Seed (Kukui) Oil', 'Vaccinium Macrocarpon (Cranberry) Seed Oil', 'Daucus Carota (Carrot) Seed Oil', '*Pelargonium Graveolens (Rose Geranium) Leaf Oil', '*Boswellia Carteri (Frankincense) Oil', '*Cymbopogon Martini (Palmarosa)Oil', '*Citrus Aurantium Amara (Petitgrain) Leaf/Twig Oil', '*Copaifera Reticulata (Copaiba) Balsam Oil', '*Matricaria Chamomilla (Chamomile) Flower Oil', '*Helichrysum Italicum (Helichrysum) Flower Oil', '*Rosa Gallica (Rose) Otto', 'Jasminum Officianale (Jasmine) Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Lavandula Angustifolia (Lavender) Flower Oil', 'Anthemis Nobilis Flower Oil', 'Elettaria Cardamomum (Cardamom) Seed Oil', 'Citrus Aurantium Amara (Bitter Orange) Flower Oil', 'Citrus Aurantium Dulcis (Orange) Peel Oil']"
The Mini Jade Facial Roller,Mount Lai,eye-care,"

          $20.00
        
",[]
Eyebright,Farmaesthetics,eye-care,"

          $28.00
        
","['*Eyebright Infused Sweet Almond Oil', 'Orange Wax', 'Vitamin E', '*Grapeseed Oil', 'Chamomile Extract']"
Vitamin K Brightening Eye Serum,Naturopathica,eye-care,"

          $78.00
        
","['Camellia Oleifera Seed Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Silica', 'aluminum starch octenylsuccinate', 'Ricinus Communis (Castor) Seed Oil', 'Lauroyl Lysine', 'Ethyl Macadamiate', 'Dextrin Palmitate/Hexyldecanoate', 'Cera Alba (Beeswax)', 'Phytonadione', 'Titanium Dioxide', 'Silica Dimethyl Silylate', 'Aesculus Hippocastanum (Horse Chestnut) Seed Extract', 'Cedrus Atlantica Bark Extract', 'Citrus Grandis (Grapefruit) Seed Extract', 'Echinacea Purpurea Extract', 'Ginkgo Biloba Leaf Extract', 'Hippophae Rhamnoides Oil', 'Limnanthes Alba (Meadowfoam) Seed Oil', 'Tocopherol', 'Rosa Canina Fruit Extract', 'Sambucus Nigra Fruit Extract', 'Stearalkonium Hectorite', 'Mica', 'propylene carbonate']"
Découverte Under Eye Repair Serum,La Bella Figura,eye-care,"

          $115.00
        
","['*Argan (Argania Spinosa) Kernel Oil', '*Opuntia Ficus Indica (Barbary Fig) Seed Oil', '*Rosa Rubiginosa (Rosehip) Seed Oil', 'Lycopersicion Esculentum (Tomato) Seed Oil', 'Raw Coffea Arabica (Green Coffee Bean) Oil', 'Rosa Damascena (Rose Otto) Flower Oil', '*Tanacetum Annuum (Blue Tansy) Flower Oil', '*Helichrysum Italicum Oil', '*Cymbopogon Martinii Motia (Palmarosa) Oil', '*Lavandulia Augustifolia (Lavender) Oil']"
Energising Eye Gel,Patyka,eye-care,"

          $48.00
        
","['*Centaurea Cyanus Flower Water', 'Aqua (Water)', 'Glycerin', '*Vaccinium Macrocarpon (Cranberry) Fruit Water', 'Oryza Sativa (Rice) Hull Powder', 'Levulinic Acid', 'Xanthan Gum', 'Caffeine', 'Sodium Benzoate', 'Lysolecithin', 'Parfum (Fragrance)', 'Sclerotium Gum', 'Sodium Hyaluronate', 'Pullulan', 'Sodium Dextran Sulfate', 'Sodium Levulinate', 'Coffea Arabica (Coffee) Seed Extract', 'Mica', '*Avena Sativa (Oat) Kernel Extract', 'Ci 77491 (Iron Oxides)', 'Tetrasodium Glutamate Diacetate', 'Lecithin', 'Sodium Hydroxide', 'Limonene', 'Geraniol', 'Citric Acid', 'Ci 77891 (Titanium Dioxide)', 'Potassium Sorbate', 'Sargassum Filipendula Extract', 'Hydrogenated Lecithin', 'Benzyl Salicylate', 'Linalool', '*Lycium Barbarum Fruit Extract', '*Centella Asiatica Extract.']"
Turkish Rose & White Tea Eye Cream,Pangea Organics,eye-care,"

          $45.00
        
","['Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Aqua (Water)', '*Theobroma Cacao (Cocoa) Seed Butter', '*Beeswax', 'Olea Europaea (Olive) Fruit Oil', '*Butyrospermum Parkii (Shea) Butter', 'Squalene (Vegetable)', 'Tocopheryl Acetate (Vitamin E)', 'Ubiquinone (CoQ10)', 'Glyceryl Stearate SE', 'Cetearyl Alcohol (Plant Wax)', '*Fagus Sylvatica (Beech) Bud Extract', '*Oenothera Biennis (Evening Primrose) Oil', 'Sodium Stearoyl Lactylate', 'Daucus Carota Sativa (Carrot) Seed Oil', 'Gluconolactone', 'Sodium Benzoate', 'Xanthan Gum', 'Borago Officinalis (Borage) Seed Oil', '**Hydroxyethylcellulose', 'Sucrose Stearate', 'Glycerin', '*Camellia Sinensis (White Tea) Leaf Extract', '*Ginkgo Biloba Leaf Extract', 'Panax Ginseng Root Extract', 'Vaccinium Myrtillus (Bilberry) Leaf Extract', 'Rosa Damascena (Rose Otto) Oil', 'Potassium Sorbate']"
Dual-Action Jade Facial Roller,Province Apothecary,eye-care,"

          $44.00
        
",[]
Eye & Lip Firming Cream,OSEA,eye-care,"

          $60.00
        
","['Aqua (Water)', 'Caprylic/ Capric Triglyceride', 'Glycerin', '*Glycerin', 'Sorbitan Olivate', 'Cetearyl Alcohol', 'Cetearyl Glucoside', 'Butyrospermum Parkii (Shea Butter)', '*Butyrospermum Parkii (Shea) Butter', 'Leuconostoc/Radish Root Ferment Filtrate', 'Ingredient', 'Saccharomyces/Manganese Ferment', '*Calendula Flowers', 'Hydroxyethyl cellulose', 'Citrus Medica Limonum (Lemon) Peel Oil']"
Lip Balm,Follain,lip-care,"

          $9.00
        
","['*Cocos Nucifera (Coconut) Oil', '*Beeswax', '*Argania Spinosa (Argan) Kernel Oil', '*Butyrospermum Parkii (Shea) Butter', '*Simmondsia Chinensis (Jojoba) Seed Oil', '*Olea Europaea (Olive) Fruit Oil', '*Anthemis Nobilis (Chamomile) Flower Oil', '*Citrus Sinensis (Orange) Peel Oil', 'Tocopherol', '*Honey']"
Moon Balm,Hurraw!,lip-care,"

          $4.29
        
","['*Persea Gratissima, (Avocado) Oil', '*Cocos Nucifera (Coconut) Oil', 'Euphorbia Cerifera Cera (Candelilla) Wax', '*Olea Europaea (Olive) Fruit Oil', '*Carthamus Tinctorius (Safflower) Seed Oil', '*Ricinus Communis (Castor) Seed Oil', '*Theobroma Cacao (Cacao) Seed Butter', 'Limnanthes Alba (Meadowfoam) Seed Oil', 'Rosa Rubiginosa (Rosehip) Seed Oil', 'Argania Spinosa (Argan) Kernel Oil', 'Aroma', 'Tocopherol', 'Chamomilla Recutita (Blue Chamomile) Flower Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Myroxylon Pereirae (Balsam of Peru) Oil', '*Vanilla Planifolia (Vanilla) Seed', '**Benzyl Benzoate', '**Benzyl Cinnamate', '**Anise Alcohol']"
Rose Lip Polish,French Girl Organics,lip-care,"

          $18.00
        
","['*Sucrose', '*Butyrospermum Parkii (Shea) Butter', '*Cocos Nucifera (Coconut) Oil', '*Theobroma Cacao (Cocoa) Seed Butter', '*Helianthus Annuus (Sunflower) Seed Oil', 'Euphorbia Cerifera (Canelilla) Cera', '*Ricinus Communis (Castor) Seed Oil', 'Beta Vulgaris', 'Pelargonium Graveolens (Geranium) Flower Oil', '*Mentha Spicata (Spearmint) Herb Oil', '*Mentha Piperita (Peppermint) Oil', 'Citronellol', 'Geraniol']"
Grapefruit Lip Balm,Hurraw!,lip-care,"

          $3.79
        
","['*Carthamus Tinctorius (Safflower) Seed Oil', 'Euphorbia Cerifera (Candelilla) Wax', '*Prunus Amygdalus Dulcis (Sweet Almond) Oil', '*Cocos Nucifera (Coconut) Oil', '*Ricinus Communis (Castor) Seed Oil', '*Theobroma Cacao (Cacao) Seed Butter', '*Simmondsia Chinensis (Jojoba) Seed Oil', '*Olea Europaea (Olive) Fruit Oil', 'Citrus Paradisi(Grapefruit)Peel Oil', 'Tocopherol', 'Alkanna Tinctoria (Alkanet) Root Extract', 'Helianthus Annuus (Sunflower) Seed Oil', '**Citral', '**Limonene', '**Linalool']"
Sun Protection Lip Balm SPF 15,Hurraw!,lip-care,"

          $4.29
        
","['Active Ingredient: Non-Nano Uncoated Zinc Oxide 17%', '*Carthamus Tinctorius (Safflower) Seed Oil', 'Zinc Oxide', '*Cocos Nucifera (Coconut) Oil', 'Euphorbia Cerifera Cera (Candelilla) Wax', '*Olea Europaea (Olive) Fruit Oil', '*Ricinus Communis (Castor) Seed Oil', '*Rubus Idaeus (Raspberry) Seed Oil', '*Theobroma Cacao (Cacao) Seed Butter', 'Aroma', 'Tocopherol', '*Hippophae Rhamnoides (Sea Buckthorn) Seed Oil', '*Punica Granatum (Pomegranate) Seed Oil', 'Citrus Aurantium Dulcis (Sweet Orange) Peel Oil', 'Citrus Reticulata (Tangerine) Peel Oil', 'Anthemis Nobilis (Roman Chamomile) Flower Oil', 'Helianthus Annuus (Sunflower) Seed Oil', '*Vanilla Planifolia (Vanilla)', '**Benzyl Benzoate', 'Limonene', '**Linalool', 'Anise Alcohol']"
Lemon Lip Balm,Hurraw!,lip-care,"

          $3.79
        
","['Sweet Almond Oil', '*Candelilla Wax', '**Coconut Oil', '**Jojoba Oil', '**Cocoa Butter', '**Castor Oil', 'Olive Fruit Oil', 'Citrus Lemon Oil', 'Lemongrass Extract', '**Sunflower Seed Oil']"
Mint Lip Balm,Hurraw!,lip-care,"

          $3.79
        
","['*Carthamus Tinctorius (Safflower) Seed Oil', 'Euphorbia Cerifera Cera (Candelilla) Wax', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', '*Cocos Nucifera (Coconut) Oil', '*Ricinus Communis (Castor) Seed Oil', '*Theobroma Cacao (Cacao) Seed Butter', '*Jojoba Oil', '*Olea Europaea (Olive) Fruit Oil', 'Mentha Piperita (Peppermint) Oil', 'Tocopherol', 'Helianthus Annuus (Sunflower) Seed Oil', '**Limonene', '**Linalool']"
Nutrient Day Cream SPF 30,Josh Rosebrook,sun-care,"

          $85.00
        
","['*Aloe Vera Leaf Juice', '*Shea Butter', '*Evening Primrose Oil', '*Hemp Seed Oil', '*Jojoba Oil', '*Saponified Borage Oil', '*Sweet Almond Oil', 'Grape Seed Oil', '*Sesame Seed Oil', '*Seabuckthorn Essential Oil', 'Zinc Oxide', '*Soy Lecithin', '*Calendula Extract', '*Bilberry Fruit Extract', '*Chamomile', '*Burdock', '*Rosemary', '*Fennel Essential Oil', '*Dandelion Extract', '*Rose Hips', '*Catnip', '*Chickweed', '*Neem Leaf', '*Skullcap', '*Ginkgo Leaf', '*Linden Flower Extract', '*Hawthorn Berry', '*Green Tea', '*Flax', '*Nettle', '*Clary Sage', '*Marshmallow Root', '*Cayenne Pepper', '*Ginseng', '*Peppermint Essential Oil', ""*St. John's Wort Extract"", '*Alfalfa Extract', '*Vitamin E', '*Candelilla Wax', '*Guar Gum Extract', '*Acacia Arabica Gum', '**Xanthan Gum', '**Potassium Sorbate', '*Benzoin']"
Daily Sheer Facial Sunscreen SPF 40 – Fragrance Free,Babo Botanicals,sun-care,"

          $21.00
        
","['Titanium Dioxide', 'Zinc Oxide', '*Aloe Vera Leaf Juice', 'Rose Hip Fruit Oil', 'Green Tea', '*Sunflower Seed Oil', 'Myristyl Alcohol', 'Myristyl Glucoside', 'Cetearyl Alcohol', 'Coco Glucoside', 'Wheat Protein, Hydrolyzed', 'Hydrogenated Glyceryl Abietate', '*Castor Oil', '*Beeswax', 'Persea Gratissima Oil (Avocado Oil)', 'Phenethyl Alcohol', 'Ethylhexylglycerin', 'Pongamia Pinnata Seed Oil', '*Shea Butter', '*Jojoba Oil', 'Hydroxyethyl Acrylate', 'Sodium Acryloyl Dimethyl Taurate Copolymer', 'Glycerin', 'White Tea Extract', 'Rose Flower Extract', 'Triethoxycaprylylsilane', 'Aluminum Hydroxide', 'Hydrogen Dimethicone', 'Dehydroxanthan Gum']"
Three Sixty Five SPF 28,Kari Gran,sun-care,"

          $48.00
        
","['Non-Nano Zinc Oxide', 'Red Raspberry Seed Oil', 'Plum Oil', '*Macadamia Nut Oil', 'Kukui Nut Oil', '*Avocado Oil', '*Jojoba Oil', '*Beeswax', 'Tocopherol']"
Tinted Nutrient Day Cream SPF 30,Josh Rosebrook,sun-care,"

          $95.00
        
","['Zinc', '*Aloe Vera Leaf Juice', '*Shea Butter', '*Evening Primrose Oil', '*Hemp Seed Oil', '*Jojoba Oil', '*Borage Seed Oil', '*Almond Oil', '*Grape Seed Oil', '*Sesame Seed Oil', '*Olive Fruit Oil', '*Seabuckthorn Essential Oil', '*Broccoli Seed Oil', '*Calendula Extract', '*Bilberry Fruit Extract', '*Chamomile', '*Great Burdock Root Extract', '*Rosemary Extract', '*Fennel Essential Oil', '*Dandelion Extract', '*Rose Hip Fruit Oil', '*Catnip', '*Chickweed', '*Neem Leaf', '*Skullcap', '*Ginkgo Leaf', '*Linden Flower Extract', '*Hawthorn Berry', '*Green Tea Leaf', '*Flax', '*Nettle', '*Sage Extract', '*Marshmallow Root', '*Cayanne', '*Ginseng', '*Peppermint', ""*St. John's Wort Extract"", '*Alfalfa Extract', '*Vitamin E', 'Candelilla Wax', 'Guar Gum Extract', 'Acacia Arabica Gum', 'Xanthan Gum', 'Potassium Sorbate', 'Mica', '*Benzoin', 'Carrot Seed Oil']"
Daily Sheer Tinted Facial Mineral Sunscreen SPF 30 – Natural Glow,Babo Botanicals,sun-care,"

          $21.00
        
","['Active Ingredients: Titanium Dioxide 6.00% Sunscreen', 'Zinc Oxide 6.00% Sunscreen', '*Inactive Ingredients: Aloe Barbadensis Leaf (Aloe Vera Gel) Juice', 'Aqua (Deionized Water)', 'Argania spinosa (Argan) Oil', '*Beeswax', '*Organic Butyrospermum Parkii (Shea) Butter', 'C13-14 Alkyls Benzoate', '*Organic Camellia Sinensis (Green Tea) Extract', 'Caryodendron Orinocense (Kahai) Oil', 'Caprylic/Capric Triglyceride', '*Organic Cocos Nucifera (Coconut) Oil', 'Cucumis Sativus (Cucumber) Extract', 'Decyl Glucoside', '*Glycerin', 'Glyceryl Caprylate', 'Glyceryl Stearate Citrate', 'Glyceryl Stearate', 'Glyceryl Undecylenate', '*Organic Helianthus Annuus (Sunflower) Oil', 'Hippophae Rhamnoides (Sea Buckthorn) Oil', 'Hyaluronic Acid - Hydrating Agent', 'Iron Oxides', 'Lecithin', 'Mangifera Indica (Mango) Butter', '*Organic Punica Granatum (Pomegranate) Extract', '*Organic Rosmarinus Officinalis (Rosemary) Oil', 'Saccharide Isomerate', 'Sodium Polyacrylate', 'Stearic Acid', 'Vitamin E (Tocopherol)', 'Xanthan Gum', 'Zemea (Corn) Propanediol']"
Lavender Protective Moisturizer SPF 17,Naturopathica,sun-care,"

          $64.00
        
","['Active Ingredient: Zinc Oxide 7.02%', 'Inactive Ingredients: Aqua (Water)', 'Caprylic/Capric Triglyceride', 'Cetearyl Olivate', 'Glycerin', 'Cyclopentasiloxane', 'Sorbitan Olivate', 'Squalane (Olive)', 'Triticum Vulgare (Wheat) Germ Oil', 'Olea Europaea (Olive) Fruit Oil', 'Simmondsia Chinensis Seed (Jojoba) Seed Oil', 'Xanthan Gum', 'Magnesium Aluminum Silicate', '1,2-Hexanediol', 'Glyceryl Isostearate', 'Caprylyl Clycol', 'Alcohol Denat.', 'Populus Tremuloides Bark Extract', 'Leuconostoc/Radish Root Ferment Filtrate', 'Citric Acid', 'Polyhydroxystearic Acid', 'Tocopheryl Acetate (D-alpha)', 'Lavandula Angustifolia (Lavender) Oil', 'Beta-Glucan (D)', 'Gluconolactone', 'Phytic Acid', 'Potassium Sorbate', 'Lonicera Caprifolium (Honeysuckle) Flower Extract', 'Lonicera Japonica (Honeysuckle) Flower Extract', 'Cinnamomum Camphora (Camphor) Bark Oil', 'Hamamelis Virginiana (Witch Hazel) Water', 'Tropolone', 'Glycine Soja (Soybean) Oil', 'Tocotrienols', 'Elaeis Guineensis (Palm) Oil', 'Alcohol', 'Tocopherol (D-alpha)', 'Tetrahydrodiferuloylmethane', 'Tetrahydrodemethoxydiferuloylmethane', 'Tetrahydrobisdemethoxydiferuloylmethane']"
Force Field Daily Defense Lotion with SPF 18,Ursa Major,sun-care,"

          $54.00
        
","['Zinc Oxide (Non-Nano, 10%)', '*Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Butyrospermum Parkii (Shea) Butter*', 'Gluconolactone', '*Squalane', 'Citric Acid', 'Glyceryl Stearate', 'Sorbitan Stearate', '*Helianthus Annuus (Sunflower) Seed Oil', '*Simmondsia Chinensis (Jojoba) Seed Oil', 'Cetyl Alcohol', 'Sodium Benzoate', 'Cetearyl Glucoside', 'Cetearyl Alcohol', 'Rosa Damascena Leaf Cell Extract', 'Malus Domestica Callus Extract', 'Argemone Mexicana Callus Extract', 'Sclerotium Gum', 'Lysolecithin', 'Pullulan', 'Xanthan Gum', 'Sodium Hyaluronate', 'Sodium Phytate']"
Mineral Sunscreen Unscented SPF 30,Suntegrity,sun-care,"

          $24.00
        
","['Zinc', '*Aloe Vera Leaf Juice', '*Camellia Sinensis (Organic Green Tea Leaf Extract/Extrait De Feuilles De Thé Vert Bio)', 'Caprylic Triglyceride', 'Cetyl Dimethicone', '*Cucumber Fruit Extract', 'Dimethicone', '**Ethylhexylglycerin', '**Glyceryl Monostearate', '*Sunflower Seed Oil', '**Hexyl Laurate', '**Hyaluronic Acid', '**Epsom Salt', 'Polyaminopropyl Biguanide', '**Polyglyceryl 4 Isostearate', '*Pomegranate Oil', '*Jojoba Oil', '**Sorbitan Stearate', 'Water']"
Super Shield Sport Stick Sunscreen SPF 50,Babo Botanicals,sun-care,"

          $16.00
        
","['Zinc Oxide', '*Beeswax', 'Bisabolol', '*Shea Butter', '*Tamanu Seed Oil', 'Candelilla Wax', 'Jojoba Esters (Beads)', 'Octyldodecyl Olivate', '*Rice Bran Oil', 'Oryzanol', '*Avocado Oil', '*Jojoba Oil', '*Cocoa Butter', 'Tocopherol']"
Mineral Sunscreen SPF 30 Fragrance-Free,Love Sun Body,sun-care,"

          $36.00
        
","['*Zinc Oxide (Non-nano) 20.4%', 'Almond Oil', 'Aqua/Water', 'Benzoic Acid', 'Caprylic/Capric Triglyceride (Coconut Oil)', 'Cetyl Alcohol', 'Glycerin', 'Glyceryl Sterate SE', 'Polyhydroxystearic Acid', 'Sorbitan Laurate', 'Sunflower Oil', 'Tocopherol (Vitamin E/Vitamine E)', 'Xanthan Gum']"
Mineral Sunscreen SPF 30 Lightly Scented,Love Sun Body,sun-care,"

          $36.00
        
","['Glycerin', 'Cetyl Alcohol', 'Zinc Oxide (Non-nano) 20.4%', 'Ingredient', 'Aqua/Water', '*Zinc Oxide (Non-nano) 20.4%', 'Caprylic/Capric Triglyceride (Coconut Oil)', 'Glyceryl Sterate SE', 'Sorbitan Laurate', 'Xathan Gum', 'Mauritia Flexuosa Fruit (Buriti) Oil']"
Mineral Sunscreen SPF 30,Suntegrity,sun-care,"

          $36.00
        
","['Zinc', '*Aloe Vera Leaf Juice', 'Camellia Sinensis (Organic Green Tea Leaf Extract/Extrait De Feuilles De Thé Vert Bio)', 'Caprylic Triglyceride', 'Cetyl Dimethicone', 'Sweet Orange Oil', 'Grapefruit Seed Extract', 'Tangerine Peel Oil', 'Cucumber Fruit Extract', 'Ethylhexylglycerin', '**Glyceryl Monostearate', 'Sunflower Seed Oil', '**Hexyl Laurate', '**Hyaluronic Acid', 'Epsom Salt', 'Polyaminopropyl Biguanide', '**Polyglyceryl 4 Isostearate', 'Pomegranate Oil', 'Jojoba Oil', '**Sorbitan Stearate', 'Water']"
